9,P,1845.59,1865,25,27,0.1274811,0.3079956
9,P,1845.59,1870,28.1,30.1,0.1274811,0.3079956
18,P,1845.59,1850,23,24.8,0.1398381,0.9376797
18,P,1845.59,1855,25.4,27.2,0.1398381,0.9376797
18,P,1845.59,1860,27.7,29.6,0.1398381,0.9376797
18,P,1845.59,1865,30.5,32.5,0.1398381,0.9376797
18,P,1845.59,1870,33.5,35.7,0.1398381,0.9376797
37,P,1845.59,1850,32.9,34.6,0.166544,1.345422
37,P,1845.59,1855,34.9,36.5,0.166544,1.345422
37,P,1845.59,1860,37.3,38.9,0.166544,1.345422
37,P,1845.59,1865,39.8,41.5,0.166544,1.345422
37,P,1845.59,1870,42.4,44.1,0.166544,1.345422
65,P,1845.59,1850,45.9,47.5,0.2054045,1.949725
65,P,1845.59,1855,48.1,49.7,0.2054045,1.949725
65,P,1845.59,1860,50.4,52,0.2054045,1.949725
65,P,1845.59,1865,52.9,54.4,0.2054045,1.949725
65,P,1845.59,1870,55.4,57,0.2054045,1.949725
100,P,1845.59,1850,58.6,60.4,0.2452324,1.912245
100,P,1845.59,1855,60.8,62.6,0.2452324,1.912245
100,P,1845.59,1860,63,64.8,0.2452324,1.912245
100,P,1845.59,1865,65.5,67.2,0.2452324,1.912245
100,P,1845.59,1870,68,69.7,0.2452324,1.912245
109,P,1845.59,1800,43.5,46,0.2550651,1.925472
109,P,1845.59,1825,51.8,54,0.2550651,1.925472
109,P,1845.59,1850,61.4,63.8,0.2550651,1.925472
109,P,1845.59,1875,72.9,75.5,0.2550651,1.925472
109,P,1845.59,1900,86.6,89.4,0.2550651,1.925472
191,P,1845.59,1800,67.5,70.1,0.3461079,2.016631
191,P,1845.59,1825,76.6,78.7,0.3461079,2.016631
191,P,1845.59,1850,86.7,88.9,0.3461079,2.016631
191,P,1845.59,1875,98.7,100.8,0.3461079,2.016631
191,P,1845.59,1900,111.2,113.7,0.3461079,2.016631
201,P,1845.59,1800,70,72.6,0.3582595,2.0271
201,P,1845.59,1825,79.1,81.7,0.3582595,2.0271
201,P,1845.59,1850,89.3,92.1,0.3582595,2.0271
201,P,1845.59,1875,100.9,103.8,0.3582595,2.0271
201,P,1845.59,1900,113.9,116.8,0.3582595,2.0271
282,P,1845.59,1800,90.3,93.5,0.4566599,2.086096
282,P,1845.59,1825,99.9,103.4,0.4566599,2.086096
282,P,1845.59,1850,110.5,114.1,0.4566599,2.086096
282,P,1845.59,1875,122.2,125.7,0.4566599,2.086096
282,P,1845.59,1900,135.1,138.5,0.4566599,2.086096
293,P,1845.59,1800,90.7,96.8,0.4700192,2.085848
293,P,1845.59,1825,101.4,106.2,0.4700192,2.085848
293,P,1845.59,1850,111.6,117.7,0.4700192,2.085848
293,P,1845.59,1875,123.3,129.4,0.4700192,2.085848
293,P,1845.59,1900,136.1,142.2,0.4700192,2.085848
